Summit,AWS Session ID,Session name,Abstract,Capacity,Session Date,Start Time,End Time,Session Duration,Session Topic,Session Tracks,Session Type,Session Level,Area of Interest,Target Roles,Industry,Sponsor,Total Speakers,AWS Speakers,External Speakers,Robotics [Session Topic],Networking [Session Topic],AI/ML [Session Topic],Architecture [Session Topic],Cloud Operations [Session Topic],Front-End Web & Mobile [Session Topic],Enterprise & Migration [Session Topic],Content Delivery [Session Topic],Business Applications [Session Topic],Hybrid Cloud [Session Topic],End-User Computing [Session Topic],Training & Certification [Session Topic],Analytics [Session Topic],Kubernetes [Session Topic],Compute [Session Topic],Internet of Things [Session Topic],Migration & Transfer [Session Topic],Serverless Containers and Functions [Session Topic],DevOps & Developer Productivity [Session Topic],Management & Governance [Session Topic],Database [Session Topic],Security/Identity/Compliance [Session Topic],Application Integration [Session Topic],Storage [Session Topic],Blockchain [Session Topic],Threat Detection & Incident Response [Area of Interest],Social Impact [Area of Interest],Customer Enablement [Area of Interest],Inclusion & Diversity [Area of Interest],Small and Midsize Business (SMB) [Area of Interest],Well-Architected Framework [Area of Interest],New to AWS [Area of Interest],Open Source [Area of Interest],Modernization [Area of Interest],Sustainability [Area of Interest],BuildOn.AWS  [Area of Interest],Identity & Access Management [Area of Interest],Customer Stories [Area of Interest],Open Data [Area of Interest],Event-Driven Architecture [Area of Interest],Digital Native Business (DNB) [Area of Interest],Governance/Risk/Compliance [Area of Interest],Resilience [Area of Interest],Application Security [Area of Interest],VMware [Area of Interest],GovCloud [Area of Interest],Network & Infrastructure Security [Area of Interest],Data Protection [Area of Interest],AWS Partners [Area of Interest],Business Intelligence [Area of Interest],Global Infrastructure [Area of Interest],Microsoft [Area of Interest],SAP [Area of Interest],AWS Marketplace [Area of Interest],Disaster Response & Recovery [Area of Interest],Independent Software Vendor (ISV) [Area of Interest],Workforce Development [Area of Interest],Oracle [Area of Interest],Edge Computing [Area of Interest],Startup [Area of Interest],SaaS [Area of Interest],Generative AI [Area of Interest],DeepRacer [Area of Interest],Price Performance [Area of Interest],Innovation on AWS [Area of Interest],Tech Explorer [Target Roles],Developer / Engineer [Target Roles],Data Engineer [Target Roles],IT Executive [Target Roles],IT Administrator [Target Roles],Data Scientist [Target Roles],DevOps Engineer [Target Roles],Venture Capitalist [Target Roles],Advisor / Consultant [Target Roles],Business Executive [Target Roles],System Administrator [Target Roles],Academic / Researcher [Target Roles],Press / Media Analyst [Target Roles],Student [Target Roles],Entrepreneur (Founder/Co-Founder) [Target Roles],Sales / Marketing [Target Roles],Cloud Security Specialist [Target Roles],Solution or Systems Architect [Target Roles],IT Professional or Technical Manager [Target Roles],Financial Services [Industry],Automotive [Industry],Telecommunications [Industry],Government [Industry],Travel & Hospitality [Industry],Manufacturing & Industrial [Industry],Healthcare [Industry],Media & Entertainment [Industry],Consumer Packaged Goods [Industry],Education [Industry],Advertising & Marketing [Industry],Retail [Industry],Sports [Industry],Mining & Minerals [Industry],Aerospace & Satellite [Industry],Life Sciences [Industry],Agriculture [Industry],Energy [Industry],Games [Industry],Nonprofit [Industry]
New York,DAT301,Best practices to cost-optimize your AWS database resources,"In this chalk talk, learn best practices for optimizing AWS managed databases for cost. Gain a deeper understanding of the key cost dimensions for Amazon Aurora and Amazon DynamoDB. Discover mechanisms to reduce costs while optimizing performance, such as using a cache like Amazon ElastiCache, Aurora I/O-optimized compute and storage, data tiering, AWS Graviton3â€“based instances, capacity reservations, and Reserved Instances. You can apply many of the techniques covered in this chalk talk to Amazon RDS, Amazon DocumentDB, and more.",100,7/26/23,1/1/00 14:15,1/1/00 15:15,60,Database,Database,Chalk Talk,300 - Advanced,"Modernization,Price Performance,New to AWS","Solution or Systems Architect,Developer / Engineer,DevOps Engineer","Financial Services,Media & Entertainment,Telecommunications",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New York,DAT302,Build and deploy a global serverless application,"In this builders' session, learn how to build and deploy a globally distributed serverless application where end users interact with the data that's located closest to them. In addition, learn how to use Amazon DynamoDB global tables to replicate changes across all AWS Regions to allow interactions between a global application user base. You must bring your laptop to participate.",40,7/26/23,1/1/00 16:15,1/1/00 17:15,60,Database,Database,Builders' Session,300 - Advanced,"Global Infrastructure,Modernization,Resilience","Solution or Systems Architect,Developer / Engineer,DevOps Engineer","Media & Entertainment,Financial Services,Telecommunications",0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New York,DAT401,Deep dive into Amazon Aurora and its innovations,"With an innovative architecture that decouples compute from storage and advanced features like Amazon Aurora Global Database and low-latency read replicas, Amazon Aurora reimagines what it means to be a relational database. Aurora is a modern database service offering unparalleled high performance and availability at scale with full open source MySQL and PostgreSQL compatibility. In this session, dive deep into the most exciting new features Aurora offers, including Aurora I/O-Optimized, Aurora zero-ETL integration with Amazon Redshift (preview), and Aurora Serverless v2. Learn how the addition of the pgvector extension allows for the storage of vector embeddings and support of vector similarity searches for generative AI.",250,7/26/23,1/1/00 13:30,1/1/00 14:30,60,Database,Database,Breakout Session,400 - Expert,"Price Performance,Modernization,Innovation on AWS","Solution or Systems Architect,Developer / Engineer,IT Professional or Technical Manager","Financial Services,Media & Entertainment,Telecommunications",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New York,DEV101,Three key benefits of cost optimization from AWS Trusted Advisor,"This dev chat explores three key cost optimization features and benefits of AWS Trusted Advisor. The features explored are finding the right place to start to apply best practices, starting on cost optimization by following the recommendations, and being compliant with the other four categories of Trusted Advisor checks: performance, fault tolerance, security, and service limits. Whether you have a few or hundreds of AWS accounts, learn how you can transform your accounts' operations and costs to save hundreds or thousands of dollars with basic or advanced checks. Welcome to cost optimization!",300,7/26/23,1/1/00 13:45,1/1/00 14:15,30,Cloud Operations,Dev Chat,Dev Chat,100 - Foundational,"Customer Stories,Price Performance","DevOps Engineer,Solution or Systems Architect",,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DEV102,Over-engineering your home with digital twins,"â€œDigital twinâ€ has become a buzzword at large industrial companies. But what is it? In this dev chat, you can learn through a concrete, small-scale application how you canâ€”but probably shouldn'tâ€”build digital twins around your home. Discover what you could learn from a digital twin, based on the example of a door and how its digital twin can enable predictive maintenance operations. Learn about the concrete tools that could allow you to build a cost-effective, enterprise-grade digital twin at home using solutions like AWS IoT TwinMaker, Sketchfab, and a Raspberry Pi.",300,7/26/23,1/1/00 13:00,1/1/00 13:30,30,"DevOps & Developer Productivity,Business Applications",Dev Chat,Dev Chat,100 - Foundational,"Customer Stories,Innovation on AWS",Developer / Engineer,Manufacturing & Industrial,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DEV201,Serverless SaaS: Building for multi-tenancy,"This dev chat discusses some of the challenges of building a multi-tenant, serverless SaaS application. Discover solutions to these challenges, and get some best practices for securing your SaaS applications.",300,7/26/23,1/1/00 16:00,1/1/00 16:30,30,"Serverless Containers and Functions,Business Applications,Security/Identity/Compliance",Dev Chat,Dev Chat,200 - Intermediate,"Application Security,Customer Stories",,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DEV203,How you should and shouldn't use AWS Step Functions,"If you are not using AWS Step Functions, you may want to start. In this dev chat, learn from an expert's mistakes and start using AWS Step Functions the right way to improve your cloud architecture immediately. The dev chat covers different situations that might occur when using AWS Step Functions and how to overcome them. Find out how you can shortcut your own learning and avoid wasting time.",300,7/26/23,1/1/00 14:30,1/1/00 15:00,30,"Application Integration,Business Applications",Dev Chat,Dev Chat,200 - Intermediate,Customer Stories,"Developer / Engineer,Solution or Systems Architect",,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DEV204,Scaling event-driven architectures with serverless micropayments,"Waiting 2â€“5 business days for a payment to process, and even longer for it to get delivered? That's so 2003. In this dev chat, learn how experts wanted to re-engineer the concept of peer-to-peer (P2P) payments between users to prioritize speed, security, and accessibility. According to LinkTree's 2022 Creator Report, of 4.2B social media users, roughly ~200M are creators. Yet 53% of these creators earn less than or equal to $100. Join this dev chat to discover the why behind creating serverless microservices and how decoupling a complex workflow on AWS let engineers scale this major financial service for users.",300,7/26/23,1/1/00 15:15,1/1/00 15:45,30,"DevOps & Developer Productivity,Architecture",Dev Chat,Dev Chat,200 - Intermediate,"Resilience,Customer Stories","Sales / Marketing,Developer / Engineer,Tech Explorer",Advertising & Marketing,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New York,DEV206,Building IoT products with AWS and open source,"In IoT product development, open source software is often favored by developers and organizations. Enabling cloud connectivity for IoT devices built on open source is a new challenge facing developers. In this dev chat, learn how AWS puts the developer experience first by supporting and extending industry-recognized mechanisms, frameworks, operating systems, and software libraries. Find out how you can build IoT products for embedded microprocessers and microcontrollers with open source device software including AWS SDKs, AWS IoT Greengrass, FreeRTOS, and the AWS device SDK for embedded C.",300,7/26/23,1/1/00 10:00,1/1/00 10:30,30,Internet of Things,Dev Chat,Dev Chat,200 - Intermediate,Open Source,Developer / Engineer,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DNB101,"How Oscar Health, Red Canary, and ConnectiveRx collaborated with AWS","Join this session to learn how Oscar Health, Red Canary, and ConnectiveRx delivered innovation by collaborating with AWS. Oscar Health, a modern insurance company serving over 1 million members, discusses how they worked with AWS to migrate 1,000 Kubernetes workloads to Amazon EKS. Red Canary provides a security operations platform that proactively monitors for suspicious behavior, and they share how they built and launched a new product with AWS's support. ConnectiveRx, a leading pharmaceutical services company, describes how they collaborated with AWS to transform their on-premises applications by moving to the AWS Cloud.",250,7/26/23,1/1/00 14:45,1/1/00 15:45,60,"Migration & Transfer,Architecture",Digital Native Business,Breakout Session,100 - Foundational,"Customer Enablement,Customer Stories,Digital Native Business (DNB)","Business Executive,Cloud Security Specialist,IT Executive",,0,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DOP301,Tips and tricks for coding with a generative AI coding companion,"Generative AI tools that can generate code suggestions, such as Amazon CodeWhisperer, are growing rapidly in popularity. Join this chalk talk to learn how Amazon CodeWhisperer can accelerate and enhance your software development with code generation, reference tracking, security scans, and more. Learn best practices for prompt engineering, and get tips and tricks that can help you be more productive when building applications.",100,7/26/23,1/1/00 9:45,1/1/00 10:45,60,DevOps & Developer Productivity,DevOps and Developer Productivity,Chalk Talk,300 - Advanced,"Modernization,Startup","Developer / Engineer,DevOps Engineer",,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DOP302,Get hands-on with Amazon CodeCatalyst and Amazon CodeWhisperer,"In this builders' session, gain hands-on experience using Amazon CodeWhisperer, a generative AI coding companion, in a dev environment deployed by Amazon CodeCatalyst, a unified software development service. Begin by launching a CodeCatalyst blueprint that includes everything that you need to start buildingâ€”from source code to service configurations. Then, launch a cloud-based development environment that connects to your IDE, where CodeWhisperer can suggest new code for your project. Finally, commit your change back to the project you created in CodeCatalyst. You must bring your laptop to participate.",40,7/26/23,1/1/00 14:45,1/1/00 15:45,60,DevOps & Developer Productivity,DevOps and Developer Productivity,Builders' Session,300 - Advanced,"Modernization,Startup","Developer / Engineer,DevOps Engineer",,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,DPR201,AWS DeepRacer: Get hands-on with machine learning,"Developers, start your engines! AWS DeepRacer is the fastest way to get started with machine learning (ML). This workshop provides developers of all skill levels an opportunity to get hands-on experience with AWS DeepRacer to learn the basics of reinforcement learning, an advanced ML technique. Dive into the AWS DeepRacer console to build a reinforcement learning model for an autonomous driving application that is ready to race in under 90 minutes. Take your model from the classroom to the AWS DeepRacer League to compete for prizes and glory! You must bring your laptop to participate.",145,7/26/23,1/1/00 9:00,1/1/00 10:30,90,AI/ML,DeepRacer,Workshop,200 - Intermediate,"DeepRacer,Modernization","Developer / Engineer,Student,IT Professional or Technical Manager","Automotive,Games,Financial Services",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
New York,ENT201,Succeed in a large-scale migration: Blackstone's journey to AWS,"As one of the largest alternative investment firms in the world, Blackstone is used to solving problems at scale while operating in a high-velocity environment. Realizing that the cloud can help them and their portfolio companies gain more agility and speed with access to more customized and scalable technology, Blackstone set a firm-wide initiative to migrate much of their technology operations to the AWS Cloud by the end of 2022. In this lightning talk, hear from Blackstone CTO of Cloud Monty Hall on how they successfully migrated all of their technology operations to AWS.",600,7/26/23,1/1/00 15:00,1/1/00 15:30,30,"Enterprise & Migration,Migration & Transfer",Enterprise (Digital Transformation),Customer Lightning Talk,200 - Intermediate,"Modernization,Innovation on AWS,Workforce Development","Business Executive,IT Executive,IT Professional or Technical Manager",Financial Services,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,ENU201-FM,Digitize global business operations while reducing carbon footprint ,"In this session, hear how global Fortune 100 companies like World Kinect Corporation are able to digitize global business operations while reducing carbon footprint and costs by exiting data centers. Learn from a firsthand account of how World Kinect Corporation innovated and delivered features faster with AWS Security Hub and AWS Partner solution integrations.",250,7/26/23,1/1/00 14:15,1/1/00 15:15,60,"Security/Identity/Compliance,Cloud Operations,Business Applications",,Breakout Session,200 - Intermediate,"Innovation on AWS,Sustainability,Application Security","Solution or Systems Architect,Business Executive,IT Executive","Manufacturing & Industrial,Mining & Minerals,Energy",0,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
New York,EUC201,Analyzing Amazon WorkSpaces access patterns with Amazon CloudWatch,"Customers often ask how Amazon WorkSpaces access pattern data can be used to improve operational efficiency, security, and end user experience. For example, granular access pattern information can help admins plan maintenance windows, forecast network capacity requirements, and set priorities for client updates. In this builders' session, learn how to use this data to validate how often and at what time specific remote workers are logging into their WorkSpaces virtual desktop.",40,7/26/23,1/1/00 9:00,1/1/00 10:00,60,End-User Computing,End-User Computing,Builders' Session,200 - Intermediate,,"IT Administrator,System Administrator",,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,FSI201-FM,"Digital assets and the future of money, fintechs, and government","The rise of open banking, open finance, and the prospect of a U.S. government CBDC are emerging trends that provide opportunities for fintechs and SaaS providers to help public sector organizations modernize legacy systems, transform customer experience, and deliver responsible innovation with AWS. In this session, explore the AWS perspective on the value of digital assets, the future of money, and enabling technologies that support the White House executive order on digital assets. Learn about tools, technology, and compliance programs that AWS offers financial services organizations and SaaS providers to enable a journey of responsible innovation of digital assets.0",600,7/26/23,1/1/00 13:30,1/1/00 14:30,60,"Blockchain,Security/Identity/Compliance,Cloud Operations",Field - FSI,Breakout Session,200 - Intermediate,"GovCloud,Innovation on AWS,Governance/Risk/Compliance","IT Executive,Advisor / Consultant,Tech Explorer","Government,Financial Services",0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,FSI202,Centralizing MLOps with ADP,"In this lightning talk, learn how ADP is leveraging AWS AI/ML services such as Amazon ECR, Amazon EKS, Amazon S3, AWS Service Catalog, and AWS Data Exchange to improve their core internal business processes and decision-making. ADP uses Amazon SageMaker and model artifacts to minimize business risks including compliance, regulatory, financial, and reputational concerns. This talk illustrates the efforts and successes associated with utilizing trusted, responsible, and governed AI capabilities across ADP.",250,7/26/23,1/1/00 14:15,1/1/00 14:45,30,"AI/ML,Analytics,Cloud Operations",Industry - FSI,Customer Lightning Talk,200 - Intermediate,"Customer Stories,Well-Architected Framework","IT Executive,IT Professional or Technical Manager,Data Scientist",Financial Services,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,FSI203,Modernize payment applications with AWS Payment Cryptography,"Payment processing is a complex practice that requires the highest levels of security, compliance, and performance. Highly specialized and expensive payment hardware security modules (HSMs) have traditionally anchored payment applications to on-premises data centers. AWS Payment Cryptography introduces a novel, cloud-native approach to replacing this legacy infrastructure with an elastic, pay-as-you-go AWS service that is designed to meet payment card industry (PCI) standards. Join this session to learn how customers are innovating the payment applications of the future by using AWS Payment Cryptography to reduce costs through automation, consolidate payment key management, help them meet compliance needs, and replace legacy code with AWS native APIs.",250,7/26/23,1/1/00 9:30,1/1/00 10:30,60,,Industry - FSI,Breakout Session,200 - Intermediate,"Event-Driven Architecture,Governance/Risk/Compliance,Modernization","IT Executive,Cloud Security Specialist,IT Professional or Technical Manager",Financial Services,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,GAI101,Generative AI opportunity and pitfalls for today's builders,"Excitement around generative AI has served as a catalyst moment to reimagine productivity, the future of work, and how today's builders will revolutionize industries. Yet parsing the genuine promise of generative AI versus fiction in today's discourse has become a hard-to-follow task. Through a one-on-one conversation between Matt Wood, Vice President of Product at AWS, and Alex Kantrowitz, author of â€œAlways Day Oneâ€ and host of the Big Technology Podcast, hear which generative AI use cases see particular promise, pitfalls to avoid, and AWS leadership's thoughts on delivering customer results from today's generative AI wave.",600,7/26/23,1/1/00 13:30,1/1/00 14:30,60,AI/ML,Gen AI,Breakout Session,100 - Foundational,Generative AI,"Business Executive,Data Scientist,Developer / Engineer",,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,GBL301,Architecting for low latency and performance in financial services,"In high-frequency trading, every millisecond matters. Financial services companies are looking for ways to deploy their trading applications on the cloud so they can achieve the performance they need while reducing latency to deliver the most responsive outcomes. In this chalk talk, learn how AWS customers are architecting their applications across AWS global infrastructure, at the edge with AWS Local Zones, and centrally in AWS Regions to achieve the latency and performance they need for their trading algorithms. Join this talk to dive into the details of architecting for performance, latency, and availability on AWS.",100,7/26/23,1/1/00 9:45,1/1/00 10:45,60,"Architecture,Compute,Business Applications",Global Infrastructure,Chalk Talk,300 - Advanced,"Global Infrastructure,Edge Computing","Business Executive,IT Professional or Technical Manager,Developer / Engineer","Financial Services,Advertising & Marketing,Games",0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
New York,HLC201,Medical imaging in the cloud with Amazon HealthLake Imaging,"Learn how AWS and healthcare companies are modernizing medical imaging strategies and solutions for the long term while focusing on patient outcomes. Join this session to learn how Amazon HealthLake Imaging is empowering radiologists, health systems, and research teams to reduce the total cost of medical imaging storage up to 40% by running their medical imaging applications from a single copy of patient imaging data in the cloud.",600,7/26/23,1/1/00 15:00,1/1/00 15:30,30,"AI/ML,Analytics,Database",Industry - Healthcare,Customer Lightning Talk,200 - Intermediate,"Customer Enablement,Innovation on AWS","IT Professional or Technical Manager,Data Scientist,IT Executive","Healthcare,Life Sciences",0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
New York,INO101,Product management and innovation at Amazon,"Amazon is customer-centric and product-drivenâ€”this culture and strategy drive how product teams rapidly ideate, experiment, launch, and scale new and innovative services and products. This session shares insights and learnings from Amazon's enterprise-wide approach to product management by covering core elements like Amazon's product-driven mental models as well as how Amazon defines the product manager role, organizes and empowers product teams, applies customer-centric approaches toward defining product strategies and aligning on priorities, and applies an iterative approach to launching and scaling products and services.",600,7/26/23,1/1/00 16:00,1/1/00 17:00,60,,Digital Innovation,Breakout Session,100 - Foundational,"Digital Native Business (DNB),Innovation on AWS,New to AWS","Business Executive,IT Executive",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
